#NAME,1,2,3,4,5,6,7,8,9,10,30,31,32,33,34,50,53,54,55,56,BI003-01,BI003-02,BI003-03,BI003-04,BI003-05,BI003-11,BI003-12,BI003-13,BI003-14,BI003-15,BI003-16,BI003-17,BI003-18,BI003-22,BI003-23,BI003-24,BI003-25,BI003-26
EC:1.1.1.26,374,120.5,918,2328.5,208,146,82,76,187.33,253,281,67,47,40,102.5,377,908,75,23.5,72.17,105,238.33,142,150.67,612.67,50,62,1277,116,4117.17,7851.33,3916.67,705.33,2076.17,1729.67,186,296,261
EC:1.1.1.261,286,2483,2862,2298.06,74,1934,1341,941,969,1397,703.67,651,337,511.67,703.33,2815,950.33,854,437.67,62,1404.5,1321.5,1009.5,19,215,602.5,385,3659,428,1488,348.83,2703,2747,1146,675,480,1109.5,1728.5
EC:1.1.1.262,6025.86,15961.75,30795.53,43872.29,35243.83,28934.89,12509.64,25368.15,16369.77,11587.7,9748.93,14891.03,19700.42,20662.13,14187.73,20654.92,15385.38,30200.74,23407.1,15706.62,46161.84,40709.91,66691,75848.42,82478.42,26298.67,58493.75,42527.58,39920.5,71648.01,45532.91,99887.51,72600.16,39649.2,32926.34,29232.25,18284.33,39847.67
EC:1.1.1.264,0,1.25,654.87,384.3,196,90,74,0.4,42,168.85,186.47,0,75,3.92,55.33,87.6,211.08,66,4.67,48,87.5,103.91,53.75,87.34,356.34,10.5,66,996.25,5.75,4319.59,6320.49,3227.59,208.91,1280.34,1686.34,32.5,153.5,36
EC:1.1.1.267,9828.62,37582.82,61573.38,56763.33,51314.25,43065.05,22228.41,47106.15,25398.58,19407.77,39947.79,65194.61,51709.41,48245.3,45067.05,47250.07,27712.97,57060.74,43716.44,187052.53,88564.68,107378.82,109554.28,85125.75,113769.75,42525.24,69277.59,77097.56,48677.73,106958.08,96606,111351.61,118735.99,69407.46,70178.17,54142.82,77616.68,55110.25
EC:1.1.1.27,31573.5,86757.74,150224.54,90878.41,103063.25,93953.92,44363.61,155939.23,17310.67,17793.17,112749.83,89000.36,82604.4,69240.05,57417.37,75536.89,147820.27,131422.59,111674.14,617983.02,133363.34,113757.24,107694.25,127991,103711.67,212880.5,139482.84,425828.25,141476.33,101130.66,287072.17,86915.65,109391.58,198176.67,198673.93,173260.74,141316.18,135848.08
EC:1.1.1.271,4782,8977.99,18958.12,31619.41,33477.25,27358.92,8294.18,24207.15,12286.75,10175.27,10706.62,18334.58,19609.24,26409.08,12252.5,15011.68,10668.75,13909.75,20832.84,15116.27,48267.51,40772.07,47542.33,64477.75,32497.25,27280.34,52013.09,40434.41,36141.83,32627.33,21418.42,55066.34,32267.82,20845.34,20689.17,25098.07,32633.85,30465.33
EC:1.1.1.275,0,0,22,0,0,0,6,0,0,72,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5,0,7,0,0,0,0
EC:1.1.1.276,93,30,51,1646,71,16,11,7,10,42,4,0,0,0,0,0,25,7,0,16,0,0,0,0,0,0,0,0,0,144,69,43,0,0,0,0,0,0
EC:1.1.1.28,18957.24,44235,76152.98,56669.57,72100,40499.76,18403.51,69207.8,18621.52,13374.6,41280.13,33524.45,38603.5,42080.88,19810.35,41114.07,76756.51,52822.99,52591.35,197108.57,54821.67,75871.5,65502.7,72054.33,53505.83,104933.07,95683,209134.73,76928.4,42657.67,117776,51598.77,61109,109767.74,96822,87727.5,99608.33,74797.17
EC:1.1.1.281,71,28.33,0,612.67,43.5,12,14.67,2,20.66,0,30,9,139,23,53,50,88,18.5,20,16.67,219,106,19,0,0,0,0,24,52,5,0,2.5,32,0,44,7,25,25
EC:1.1.1.282,0,1.25,15.2,10.5,9,0,0,0.4,0,3.25,0,0,0,3.25,0,5,156.75,0,0,0,13.5,27.25,11.75,18,76,10.5,12,276.25,5.75,1204.25,1690.5,876.75,61.25,309.5,356,8.5,39.5,9
EC:1.1.1.284,1253.62,359.83,2190.32,4702.53,742.08,351.88,286.55,64.4,247.26,1401.95,432.61,5.45,142,74.81,404.96,193.84,1351.63,130.39,169.65,348.06,127.17,185.91,76.75,185.34,685.84,26.5,114,2108.25,23.75,7522.34,13178.07,6200.34,434.16,2759.96,2948.34,50.5,296.5,64
EC:1.1.1.287,0,1635,2509,500,0,180,106,790,229,87,606,1919,654,625,446,1330,224,922,687,6,368,1259,1529,26,1565,167,184,440,242,217,186,566,583,544,368,272,302,453
EC:1.1.1.289,0,1635,2509,500,0,180,106,790,229,87,606,1919,654,625,446,1330,224,922,687,6,368,1259,1529,26,1565,167,184,440,242,217,186,566,583,544,368,272,302,453
EC:1.1.1.29,6181,27761.74,51149.92,44124.56,38800.75,36678.42,17406.68,41064.25,22839.25,15815.52,24333.29,42453.86,43824.41,43290.05,28548.59,33160.99,18591.27,28069.24,31579.27,19533.35,60905.51,80954.99,106748.78,80825.75,106095.75,38526.57,58149.09,63622.73,45241.48,62275.74,44482.26,90292.02,89178.91,57833.17,60441.5,49421.57,66195.85,50512.33
EC:1.1.1.290,4232.62,4080.25,13870.57,32570.48,33278.5,22495.13,5168.38,11859.15,5850.51,4921.5,3975.5,8151.7,8864.25,11569.3,8265.47,3153.39,7036.64,3316.24,14814.1,14641.69,31227,14392.25,15940.5,51512.75,20298.25,16103.5,31528.75,26303.75,25268.5,12223,6712.92,31601.5,13995.5,5461.12,11242.5,8541.75,5919,13218.5
EC:1.1.1.292,0,0,0,50,0,8,14,0,0,6,0,0,0,0,7,0,18,0,0,10,0,0,0,0,0,0,0,11,0,6,0,14,0,0,6,0,0,0
EC:1.1.1.298,0,0,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.3,23296.24,69821.32,98483.57,93526.21,86516.83,48105.93,25591.54,49161.75,26691.97,23843.02,43150.79,68049.06,54232.61,50959.6,46499.12,62162.71,61238.61,89393.83,74091.08,441616.84,128671.18,119958.4,119626.83,112975.42,118255.92,84269.34,109246.59,130470.41,113060.08,144151.75,179636.75,133982.21,138527.15,93741.75,102860.64,84094.32,97945.85,84088.58
EC:1.1.1.30,769.62,3535.25,1718.62,6489.29,531.75,1375.38,289.38,198,151.26,1461.9,661.87,324,123,168.17,228.21,3802.4,3846.95,6462.4,134.17,32829.63,13442.67,912.33,1191,107.67,641.17,16,98,1836,13,13110.92,33969.41,5668.92,4351.58,2523.29,2571.67,328,3216,104
EC:1.1.1.300,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.302,0,4403.83,1526.67,462,125,342.84,524.84,1107.33,462.5,390.17,965.17,2080.5,1888.5,1383,563.5,1340.67,452.5,3156,1258,782.17,545.34,2408.16,1311.17,400.17,3510.84,1840,1494.34,5274,497.33,2324.16,1293.17,3435,3985.16,4874.34,5343,2922.66,2829.67,893
EC:1.1.1.303,422,3383.33,349.67,3817.05,244.75,1191,165.67,176,51,814.75,459,322,24,156,101,3690,2847,6367,75,32680.75,13369.67,838,1175,40,257.5,16,40,795,13,9143.75,27945.75,2539.75,4195.25,1161,815,335,3103,77
EC:1.1.1.304,11581.62,23211.75,23054.13,27503.26,35905.75,135.38,106.38,1,72.26,78.5,17,0,25,45,80.38,10960,42733.62,26599.8,30279,166947.13,14986.67,12105.66,8315,33227.34,5083.34,46907,44863,79031,64223,6217.34,48506.66,13946.84,6267.66,34500.46,41125.34,32723,16029,23098
EC:1.1.1.305,1.62,2153,2893.32,329.88,62.75,1539.38,1256.38,3632.4,4118.26,2005.75,3698,5873,3251,5081.25,1708.38,1936,353.37,657.4,512,13.38,5195.5,16996.25,10818.75,1043,4871,4827.5,470,2063.25,1661.75,2887.25,8151.5,3247.75,12435.25,8413.12,5093,3497.5,8046.5,5981
EC:1.1.1.306,27.5,0,100.48,96.5,28.75,25.5,31.43,13.5,17.57,241.75,28.34,0,0,1.34,15.66,9.5,314.66,0,9.34,9.5,1.67,0,0,0,0,0,0,1,0,0,45.66,2.5,0,20,5,0,0,0
EC:1.1.1.308,5.62,699.08,0,16.21,12.25,24.38,111.05,429.67,39.26,130.5,304.66,187.33,41.33,319,95.05,7,53.62,0,117.67,2.38,44.67,0,997.33,0,1437.33,240.67,248,95.33,0,813.33,343.67,16.67,898.33,229.62,473.67,391.33,269.67,41
EC:1.1.1.31,5664.5,20247.49,28836.51,21656.94,12892.75,5067,5666.19,8966.04,6449.7,6012.05,6655.22,6511.89,7732.03,6849.6,6334.45,21775.41,31216.37,29910.88,12970.29,134973.28,36826.51,23190.32,34045.66,13859.01,32395.67,12846.01,21808.5,48180.49,3674.5,69034.01,97582.5,40073.72,39603.81,37447.18,33260.82,18428.16,18730.84,17825.5
EC:1.1.1.310,0,0,117.17,627,0,0,0,0,23,0,16,0,28,0,10,41,88,14,20,16.67,1.67,0,0,0,0,0,0,24,0,0,4,22,0,6,14,0,0,0
EC:1.1.1.312,44,0,90,101,45,21,0,0,11,65,0,0,0,0,15,23,130,5,9,0,0,0,0,0,0,0,0,0,0,11,40,4,4,10,11,0,0,0
EC:1.1.1.313,0,0,0,0,37.5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.320,561,3355,1007,3713.38,1568,1235,225,176,14,794,358,416,19,140,37,3684,3074,6365,52,39494,14008,935,1212,199,17.5,8,11,186,125,7467.75,22561.75,1113.25,4217.25,13.5,193,365,3016,213
EC:1.1.1.328,0,0,44.67,25.5,0,0,3,11,11,153,2.67,0,0,0.67,5.33,4,131.33,0,4.67,5,0,0,0,0,0,0,0,1,0,0,21.83,5.5,0,14.5,11,0,0,0
EC:1.1.1.333,27.5,16,34.14,97.5,28.75,25.5,31.43,13.5,17.57,38.75,17.67,0,0,0.67,12.33,5.5,8.33,0,4.67,4.5,0,0,0,0,0,0,0,1,0,5,21.83,2.5,0,13.5,5,0,0,0
EC:1.1.1.335,377,0,864,48,1449,92,145,2,0,118,5,94,0,0,9,302,521,10,76,6926,670,179,78,192,11,8,13,171,125,677,159.33,810.67,307.67,20,182,117,51.33,216.67
EC:1.1.1.336,94.62,51,249.66,1910.41,315.25,78.38,65.88,47.9,60.26,212.75,696.5,87,322.5,377.75,425.38,1236,913.87,1621,408.42,277.26,68.67,146.75,85.25,139.5,665.5,54,183,1240.75,214.75,3888.25,7460.16,3150.59,810.59,1548.12,1214.5,178,562.16,142.34
EC:1.1.1.338,0,0,117.17,342,0,0,0,0,14,0,8,0,11,0,5,17,44,7,10,7,1.67,0,0,0,0,0,0,12,0,17,4,22,0,6,10,0,0,0
EC:1.1.1.339,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.34,0,0,40,0,0,0,0,0,11,39,54,1.45,10,15.55,38.09,7.64,21.27,5.09,15.64,41.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.343,16231.12,29803.91,46028.28,62123.4,71197.41,53534.13,18370.9,59256.55,7999.51,10787.95,42844.44,37146.15,28166.65,27916.69,26795.92,17009.73,43940.57,32674.43,56391.08,326641.29,63821.67,42208.91,32684.7,63515.09,19938.59,86410.4,75141.75,133052.15,83364.9,34955.84,87849.4,49027.01,31873.33,48182.46,61711.44,62032.75,34784.33,51053.17
EC:1.1.1.346,1281.74,1082.08,2382.8,2877.93,8022.75,317.76,422.79,769.37,215.66,1500.5,623.66,650.78,620.33,975.8,358.02,342.14,1468.76,148.89,272.31,7122.19,1362.84,584.08,1869.58,995.67,2325,528.17,469,1834.08,656.25,6669.75,7531,6373.59,2768.41,2130.41,3538.34,1374.83,1623.17,817
EC:1.1.1.35,2302.74,5885.83,7138.3,10174.91,1485.99,2048.26,748.93,1215.3,743.35,2383.2,2305.77,2437.4,1179,1145.27,1281.77,5519.98,6042.61,7618.78,1177.45,33609.29,14015.17,2471.33,3072,282.17,3105.17,271,412.5,4417.5,308.5,19981.92,44101.75,11242.42,5309.58,5270.91,5706.17,765.5,3981,867.5
EC:1.1.1.350,0,55.25,15.2,26.88,9,9,0,3.4,0,3.25,0,0,6,3.25,0,7,70.75,0,0,0,13.5,27.25,37.75,18,76,10.5,12,276.25,5.75,1204.25,1736.5,876.75,61.25,309.5,400,39.5,65.5,9
EC:1.1.1.359,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.36,719,4124.33,1040,6116.43,336,1300,276.67,620.67,121,1298.2,876.26,512.78,119.33,501.55,312.26,3776.84,3751.27,6425.09,269.81,32805.68,13407.67,782.33,2171.33,30.67,1599.5,240.67,270,568.33,0,9469.25,25327.75,1692.09,4967.91,821.17,1287.34,716.33,3333.67,99
EC:1.1.1.360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.361,0,54,0,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.363,16155.12,25840.91,45575.08,60537.07,71149.41,52306.13,18254.9,59073.35,7996.71,10070.15,42052.04,36753.7,27998.45,27518.64,26616.73,13303.29,41424.3,26243.14,56349.94,275176.61,50466.67,41425.91,31538.7,63492.09,19838.59,86386.4,75133.75,132739.15,83358.9,26638.34,62996.4,47552.81,27781.33,47764.96,61366.64,61733.75,31747.33,50983.17
EC:1.1.1.367,192,296,577,2565.2,3617,101,65.25,28,26,28,30,9,186,84,33,29,42,26,231.42,27481.88,350,184,65,21,201,10,98,177,117,0,56,2802,494,170,369,102,1085,25
EC:1.1.1.369,159.62,4272.58,1159.49,625.64,231.25,271.88,348.05,572.2,228.82,367.3,294.57,593.83,417.37,767.17,219.31,465.3,339.45,364.5,384.67,18796.88,656.5,954.49,1029.5,983.51,1537.51,527,570.5,956.5,437.5,1699.01,831.32,1830.21,4082.99,881.63,2353.31,2372,988,581
EC:1.1.1.37,9788.12,12055.83,30597.79,68438.93,68377.33,49162.88,11367.98,25817.4,12705.66,12621.6,9578.8,18585.95,23461.5,27973.8,18025.8,10175.57,19610.97,17740.59,33197.73,69176.24,69771.17,31235.58,30791.25,87284.5,30730,32445.17,77577.5,44067.58,53623.25,48174.34,45658.91,83873.34,34632.33,12566.29,24668.67,22574,15419.83,32457.67
EC:1.1.1.370,0,66,0,8.38,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
EC:1.1.1.371,275,3355,137,3671.38,119,1143,101,174,14,755,358,322,0,140,28,3654,2745,6355,36,32583,13338,756,1134,7,6.5,0,0,15,0,6865.75,22455.75,316.25,4003.25,13.5,11,286,2985,49
EC:1.1.1.373,0,1.25,15.2,10.5,9,0,0,0.4,0,3.25,0,0,0,3.25,0,0,70.75,0,0,0,13.5,27.25,11.75,18,76,10.5,12,276.25,5.75,1204.25,1690.5,876.75,61.25,309.5,356,8.5,39.5,9
EC:1.1.1.374,0,0,43,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC:1.1.1.376,93,0,34,1529.8,71,16,11,0,0,43.6,5.8,0,0,0,0,1.6,0,0,0,16,0,0,0,0,0,0,0,0,0,84,60,31,0,0,0,0,0,0
EC:1.1.1.377,146,0,258,1583.3,71,45,18,0,13,43.6,54.8,2,5,7.5,37.5,20.6,156,12,7.5,35.5,1,2.33,0,1.67,11.67,0,0,29,0,191.17,212.33,112.67,11.33,29.67,24.67,0,0,0
